Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: 0.02
Resulting threshold value (mean proportion of SNPs): 0.02 
770 loci were removed:
locus	mean_prop_SNPs
S0616 	0.01812	12	6393, 6406, 6779, 6977, 7577, 6483, 6552, 2G32290, 4G17370, 4G34310, 5G20170, 5G51340
S0617 	0.14439	1	
S0620 	0.03984	5	6995, 5670, 6227, 1G31360, 5G66960
S0624 	0.04479	9	6933, 6432, 7028, 5980, 6791, 6227, 1G06710, 1G15980, 5G13690
S0641 	0.00696	13	6384, 6299, 6893, 5980, 7577, 5926, 1G15980, 1G68930, 2G24230, 3G14910, 3G48425, 3G52940, 5G55250
S0642 	0.02239	21	6995, 5960, 6864, 6216, 7572, 6689, 6483, 7013, 5531, 6448, 1G05960, 1G77405, 2G41670, 3G04340, 3G44880, 4G30720, 5G06120, 5G35460, 5G49810, 5G60600, 5G63420
S0643 	0.01247	21	6992, 5264, 6303, 7135, 6713, 7021, 5656, 5528, 2G07360, 2G26170, 2G41700, 3G19180, 3G55160, 4G04350, 4G23940, 5G26820, 5G40480, 5G41800, 5G48520, 5G50160, 5G51540
S0645sl 	0.0088	20	5489, 5670, 6848, 6779, 5264, 6660, 5980, 7021, 4992, 5822, 6797, 1G15980, 2G34640, 3G01060, 4G04970, 4G08150, 4G17370, 5G02820, 5G35410, 5G39710
S0647-2 	0.13259	1	
S0654 	0.0445	14	5162, 5513, 7577, 5271, 1G55250, 1G79560, 3G55580, 3G58520, 4G17370, 5G39710, 5G40480, 5G49810, 5G60600, 5G65990
S0655sl 	0.07636	7	6864, 6977, 5034, 6924, 5G06120, 5G49810, 5G51830
S0656sl 	0.02762	21	6933, 4471, 7313, 6366, 6649, 6378, 7367, 6552, 5656, 5926, 6797, 1G01770, 1G24706, 1G77405, 3G02260, 3G55160, 4G33080, 5G18525, 5G22750, 5G41800, 5G63420
S0657 	0.07932	11	6995, 6393, 6848, 7028, 6531, 7367, 7296, 3G55160, 5G11330, 5G55250, 5G63420
S0660sl 	0.04711	10	5038, 7331, 5968, 7296, 2G04842, 5G07590, 5G41800, 5G50320, 5G53580, 5G66960
S0662 	0.04218	18	6432, 6056, 6977, 7577, 7367, 5943, 6407, 6227, 1G22770, 1G31360, 1G60560, 2G07360, 3G06920, 3G12590, 3G14120, 5G11330, 5G41800, 5G54080
S0664 	0.06811	15	6056, 7367, 6227, 1G04730, 1G60560, 1G68930, 2G26800, 3G02260, 3G14120, 3G43300, 5G27970, 5G35460, 5G49810, 5G51070, 5G54080
S0667 	0.05657	17	6865, 6056, 5634, 6649, 7367, 6227, 1G01770, 1G06590, 1G60560, 1G68930, 2G07360, 3G14120, 4G26090, 5G06120, 5G27970, 5G35460, 5G54080
S0669 	0.06471	7	7333, 1G04730, 3G14120, 5G27970, 5G35460, 5G41800, 5G50320
S0670 	0.04563	12	6384, 6299, 5960, 5513, 6029, 1G05960, 2G04270, 2G26200, 2G26800, 5G39710, 5G45780, 5G66960
S0671 	0.08276	6	1G61600, 4G16420, 5G16420, 5G19610, 5G48520, 5G50170
S0672 	0.05954	6	7028, 7577, 6383, 1G10240, 5G48520, 5G54570
S0673 	0.00575	9	7371, 7331, 5980, 5943, 5528, 6572, 1G15980, 2G32290, 4G39470
S0677 	0.04465	9	6933, 6384, 4471, 7572, 1G06590, 2G40860, 3G05350, 3G55580, 5G39710
S0688 	0.03252	26	6933, 5104, 6366, 7325, 7194, 6041, 5943, 6488, 5271, 1G14300, 1G16720, 1G24706, 1G71220, 1G77405, 1G79560, 2G04842, 3G12590, 3G14120, 3G62130, 4G04350, 4G08150, 5G37830, 5G48520, 5G49810, 5G60600, 5G63420
S0689 	0.03049	20	6992, 5162, 6689, 7028, 6041, 5034, 1G31360, 1G59980, 1G77405, 3G01060, 3G04340, 3G10700, 3G22980, 3G49400, 4G17370, 4G26090, 5G40480, 5G47040, 5G49830, 5G63920
S0690 	0.00964	16	5038, 6393, 6864, 6660, 7583, 6977, 6572, 1G31360, 1G49040, 1G55250, 3G55580, 5G13690, 5G20170, 5G35560, 5G40820, 5G49830
S0691 	0.09259	4	1G55250, 4G14940, 5G49810, 5G60600
S0717 	0.05129	23	6992, 4471, 6406, 7135, 7024, 6041, 5398, 5271, 7333, 6631, 1G24706, 2G31740, 3G12590, 3G14120, 3G27730, 3G43240, 3G55580, 4G17140, 4G20850, 4G30720, 5G06120, 5G16210, 5G50170
S0718 	0.059	9	6689, 1G76730, 2G26170, 2G41700, 3G19180, 3G44330, 4G10020, 5G48520, 5G50160
S0720 	0.02342	22	6933, 5038, 6406, 7324, 6526, 6216, 6689, 6041, 7296, 1G31800, 2G32290, 2G40860, 3G09650, 3G16290, 3G49400, 4G09750, 4G17370, 4G17380, 4G20850, 4G33080, 5G02820, 5G40480
S0721sl 	0.04006	16	6779, 6150, 6531, 6732, 6407, 7333, 1G31800, 2G13610, 2G25660, 2G32290, 3G16150, 3G27730, 5G17530, 5G48520, 5G54570, 5G58480
S0722 	0.15389	0	
S0724sl 	0.04593	12	6995, 6978, 7325, 6448, 6540, 1G31360, 1G55590, 2G26800, 2G41670, 3G55580, 3G62130, 5G02820
S0726 	0.06388	13	6732, 4992, 6454, 1G10240, 1G14300, 2G07360, 2G31740, 2G47600, 3G02260, 3G43300, 3G55580, 5G35460, 5G51830
S0727 	0.14314	0	
S0728sl 	0.04878	21	5038, 7371, 6992, 7367, 5596, 6488, 5271, 6448, 1G01770, 1G06590, 1G22770, 1G24706, 1G55590, 2G25660, 3G12590, 3G18730, 3G43240, 3G44330, 4G04350, 5G27970, 5G63420
S0731sl 	0.03626	32	5489, 6432, 6865, 6056, 7331, 5634, 6483, 5968, 6538, 7367, 6227, 5866, 6572, 1G22770, 1G60560, 1G65380, 1G76730, 1G77405, 2G07360, 2G47600, 3G01150, 3G06920, 3G12590, 3G14120, 4G10950, 5G07590, 5G16210, 5G27970, 5G35460, 5G36890, 5G41800, 5G54080
S0732 	0.04089	8	5670, 6531, 5034, 6717, 4G39470, 5G48520, 5G60600, 5G63420
S0733sl 	0.04139	9	5960, 6893, 6797, 7296, 1G05960, 1G14300, 1G68930, 4G09750, 5G51340
S0735 	0.01213	15	5960, 6660, 7331, 7325, 7021, 6792, 1G05960, 1G68050, 2G34640, 2G40840, 3G16290, 5G37830, 5G50170, 5G50320, 5G65990
S0739 	0.02792	16	5670, 7371, 6406, 7279, 6864, 6779, 5513, 5968, 6527, 5398, 5531, 6227, 6797, 3G01060, 5G11330, 5G54570
S0740 	0.06959	7	5933, 7021, 6797, 1G55590, 3G05350, 5G11330, 5G60600
S0741 	0.0612	26	5038, 5489, 5960, 5849, 5968, 6538, 6488, 6968, 1G05960, 1G16720, 1G22770, 1G55590, 1G65380, 1G73990, 2G29560, 3G12590, 3G18730, 3G19180, 3G43300, 3G44880, 4G20850, 4G33080, 5G02820, 5G06120, 5G54080, 5G63420
S0742 	0.00912	19	6779, 6216, 6150, 6531, 6378, 7024, 6977, 4992, 6379, 6797, 1G16720, 1G57770, 2G26170, 2G26800, 3G16150, 3G16290, 3G27670, 5G11330, 5G55250
S0743 	0.03928	17	6056, 6572, 1G04730, 1G60560, 1G68930, 1G71220, 2G07360, 2G26800, 3G43300, 5G13530, 5G16210, 5G27970, 5G35460, 5G49810, 5G50320, 5G51070, 5G53580
S0745 	0.03737	10	6995, 1G16720, 1G31800, 1G67550, 3G19180, 3G48425, 5G23060, 5G39830, 5G40820, 5G48520
S0746 	0.04485	25	5489, 6384, 6992, 5960, 7279, 6216, 6865, 7577, 7333, 6454, 6631, 1G05960, 1G67840, 2G29560, 2G40840, 3G14120, 3G16150, 3G17880, 3G49400, 3G52940, 4G08150, 4G16340, 4G20850, 5G40820, 5G51070
S0747sl 	0.04955	26	6864, 6865, 6056, 5634, 5968, 7367, 5531, 6854, 7296, 6572, 1G06590, 1G21640, 1G60560, 1G72500, 2G07360, 2G26800, 3G01150, 3G14120, 4G39470, 5G02820, 5G06120, 5G16210, 5G27970, 5G35460, 5G47040, 5G54080
S0748 	0.02032	19	5670, 6393, 5273, 5849, 7325, 6378, 6407, 5656, 6029, 6227, 5822, 6797, 6572, 3G19210, 4G16340, 5G35560, 5G47040, 5G63920, 5G66960
S0751 	0.1467	1	
S0752 	0.0707	15	6864, 6865, 5634, 6649, 7367, 6227, 6572, 1G22770, 2G04842, 3G14120, 5G06120, 5G27970, 5G35460, 5G41800, 5G66960
S0753 	0.02991	8	5273, 7273, 5271, 1G30010, 4G04350, 5G36890, 5G45780, 5G60600
S0754 	0.10177	4	1G69860, 5G50160, 5G50170, 5G65990
S0756 	0.02797	14	6406, 6689, 5513, 6227, 5528, 6383, 6457, 1G03090, 1G59980, 2G41670, 4G34310, 5G40440, 5G51070, 5G65950
S0757 	0.06075	15	6150, 6893, 7325, 1G16770, 1G68930, 2G26170, 2G26200, 3G16150, 3G17880, 4G09750, 4G26090, 5G23050, 5G35460, 5G47040, 5G60570
S0758 	0.03791	5	5513, 5968, 6791, 1G79560, 5G51340
S0760 	0.00965	11	5733, 6705, 1G77405, 1G79560, 4G04350, 4G16420, 4G17370, 5G16420, 5G40820, 5G49830, 5G51200
S0762-2 	0.04373	9	6689, 5849, 6398, 6540, 1G73990, 2G25660, 3G48110, 4G09750, 5G51540
S0763 	0.01081	19	4471, 5513, 5922, 5642, 7024, 7021, 6407, 5528, 6924, 7296, 1G14300, 1G55250, 3G62130, 5G35560, 5G40480, 5G40820, 5G41800, 5G51070, 5G60600
S0764 	0.03664	28	5489, 7313, 6216, 6531, 5634, 5980, 7194, 6041, 5968, 6227, 6379, 1G10240, 1G15980, 1G55590, 2G26170, 2G26690, 2G26800, 3G17880, 3G19210, 4G10020, 4G33080, 5G06120, 5G06970, 5G13690, 5G23050, 5G23060, 5G40820, 5G54570
S0765 	0.00882	14	5733, 6689, 5513, 6378, 6631, 1G10910, 1G55250, 1G77405, 1G79560, 4G26090, 5G06940, 5G11330, 5G49830, 5G50320
S0766 	0.06253	8	7371, 6969, 1G04730, 1G59980, 3G10700, 3G27870, 5G11330, 5G26820
S0768 	0.03708	13	5922, 7367, 6454, 1G10240, 1G61600, 1G71220, 2G07360, 4G27790, 5G06120, 5G06970, 5G49810, 5G50210, 5G51070
S0770 	0.01131	13	5038, 6299, 6366, 5733, 6969, 6379, 1G77405, 1G79560, 2G31970, 4G04350, 4G33080, 5G11330, 5G40820
S0771 	0.00805	7	7024, 6924, 1G57770, 1G79150, 5G45780, 5G49810, 5G51200
S0772 	0.06448	7	2G40840, 2G47600, 4G35850, 5G06120, 5G41800, 5G51540, 5G54080
S0791 	0.06713	6	1G16770, 3G16150, 3G58520, 4G17370, 5G49810, 5G60600
S0795 	0.02653	15	6406, 6299, 7324, 6526, 6216, 6041, 5398, 1G03090, 1G27460, 1G77405, 3G49400, 3G55580, 4G34310, 5G07590, 5G63420
S0809 	0.06485	2	6506, 6407
S0827 	0.01561	25	6933, 6393, 5104, 6366, 5264, 7028, 6378, 5271, 6227, 6383, 5926, 6797, 6572, 1G14300, 1G30010, 1G73990, 1G77405, 2G18760, 3G04340, 4G20850, 5G06970, 5G13530, 5G20170, 5G23110, 5G63420
S0834 	0.08535	5	6864, 6526, 7028, 2G34960, 4G14940
S0836 	0.1046	1	
S0851 	0.07607	12	6056, 7296, 1G55590, 1G60560, 2G26800, 2G47600, 3G05350, 3G12590, 3G58520, 5G06120, 5G51070, 5G54080
S0888 	0.03388	18	5038, 6848, 6689, 7325, 6649, 7194, 7577, 7013, 6488, 6924, 1G24706, 1G79150, 2G29560, 3G22980, 4G17380, 4G39470, 5G23880, 5G63920
S0890 	0.06292	5	6779, 5849, 7577, 1G60560, 3G14120
S0892 	0.05431	15	6995, 5038, 6992, 6366, 5968, 5596, 5271, 1G24706, 2G47600, 3G43300, 3G62130, 4G17140, 5G23050, 5G49830, 5G51070
S0893 	0.02831	19	5489, 5670, 6864, 5980, 6977, 6483, 5398, 6488, 6448, 1G15980, 1G24706, 1G73960, 1G79150, 2G26800, 3G12590, 5G13530, 5G40480, 5G41800, 5G65990
S0894 	0.02239	19	6978, 6393, 6779, 6056, 6531, 7367, 6552, 7013, 5866, 6572, 1G01770, 1G30010, 1G60560, 3G14910, 4G17370, 4G26090, 5G53580, 5G54080, 5G60600
S0895 	0.09382	12	7024, 5596, 6717, 1G01220, 1G16720, 1G55590, 1G68050, 2G26690, 3G18730, 3G19180, 4G39470, 5G63420
S0896 	0.07687	18	5038, 6531, 5968, 5596, 5271, 6717, 6797, 1G16720, 1G22770, 1G27460, 1G73990, 3G12590, 3G43300, 3G52940, 4G16420, 4G34310, 5G11040, 5G55250
S0897 	0.04992	16	6432, 6538, 6924, 1G04730, 1G65380, 1G68930, 3G06920, 3G16150, 3G55580, 5G02820, 5G06120, 5G13530, 5G27970, 5G36890, 5G41800, 5G51070
S0899 	0.05948	7	6393, 4992, 7296, 1G03090, 1G14300, 1G77405, 2G18760
S0901 	0.07149	7	7577, 1G31800, 1G59980, 2G26170, 2G35500, 4G14940, 5G06940
S0902 	0.05197	10	6933, 6992, 6779, 6689, 5531, 5034, 5304, 7296, 1G01220, 1G77405
S0903 	0.0231	27	5489, 7313, 6660, 7135, 5634, 5980, 6041, 7021, 5968, 6924, 6379, 1G04730, 1G15980, 1G69860, 1G76730, 1G77405, 2G26690, 3G43240, 3G43300, 4G26090, 4G33080, 5G23050, 5G26820, 5G35460, 5G40440, 5G54570, 5G65990
S0904 	0.09362	1	
S0906 	0.01016	17	7572, 6366, 5264, 6378, 6483, 6552, 6488, 6540, 1G10910, 2G04270, 2G34640, 3G02260, 4G17370, 5G40440, 5G40480, 5G40820, 5G50320
S0941 	0.05446	28	5489, 5670, 6689, 5849, 6552, 5596, 6227, 5528, 6717, 6968, 1G10240, 1G16720, 1G22770, 2G04842, 2G29560, 2G40840, 2G47600, 3G12590, 3G14120, 3G18730, 3G19180, 3G43240, 3G43300, 3G55580, 5G02820, 5G27970, 5G47040, 5G65950
S0946 	0.08352	13	7279, 6041, 6717, 6968, 1G22770, 1G68050, 1G73990, 3G17880, 3G44880, 4G39470, 5G02820, 5G37830, 5G63420
S0947sl 	0.13876	0	
S0949 	0.06529	36	5038, 5489, 5670, 7371, 6393, 6432, 6506, 6378, 6458, 6041, 5968, 5596, 5943, 6488, 5271, 6448, 6717, 6924, 6398, 1G01220, 1G16720, 1G22770, 1G55590, 1G68050, 1G73990, 2G35500, 2G40840, 3G12590, 3G43240, 3G43300, 3G44880, 4G04350, 4G20850, 4G33080, 4G35850, 5G11040
S0951 	0.04289	7	5104, 6366, 7331, 6552, 5531, 6227, 1G04730
S0952 	0.03312	14	6366, 4992, 5968, 6791, 5822, 6924, 1G31360, 1G79560, 2G26800, 3G48425, 4G20850, 4G33080, 5G45780, 5G47040
S0954 	0.02883	24	6995, 4471, 6865, 5943, 6398, 6572, 1G10240, 2G07360, 2G26800, 2G34640, 2G47600, 3G04340, 3G14910, 3G55580, 3G58520, 4G04350, 4G10950, 5G06120, 5G07590, 5G13530, 5G19610, 5G51070, 5G54080, 5G66960
S0956 	0.02003	15	6978, 6393, 7279, 5513, 6732, 5926, 1G14300, 1G68930, 1G79560, 2G24230, 2G40840, 3G43240, 5G20170, 5G39710, 5G50170
S0957 	0.03435	13	5733, 1G67840, 3G12590, 3G43300, 3G44880, 4G08150, 4G35850, 4G39470, 5G48520, 5G49810, 5G50320, 5G51070, 5G63420
S0959 	0.01209	15	6779, 5922, 5642, 4992, 6398, 6797, 1G27460, 1G79150, 2G29560, 3G55160, 4G10020, 5G16210, 5G26820, 5G36890, 5G51340
S0960 	0.01761	18	7279, 7325, 6601, 7577, 7367, 5656, 5034, 6797, 1G55250, 1G73960, 1G73990, 1G79560, 5G06940, 5G11380, 5G35410, 5G40440, 5G41800, 5G51830
S0963 	0.06831	3	7324, 1G30010, 1G59980
S0964 	0.0147	13	6393, 6779, 5634, 6791, 7333, 6797, 1G01220, 1G01770, 1G06710, 1G55250, 3G01150, 5G06940, 5G58480
S0989 	0.06353	6	5264, 7577, 5531, 7333, 1G57770, 3G14910
S1011sl 	0.09182	3	1G68930, 3G06920, 5G36890
S1021 	0.08618	9	5634, 4992, 1G04730, 1G10240, 2G26800, 3G02260, 5G27970, 5G49810, 5G54080
S1038 	0.07268	10	6779, 5264, 6717, 7333, 2G26170, 2G31740, 4G33080, 5G35410, 5G51830, 5G63420
S1039 	0.10812	8	5273, 6366, 1G27460, 1G61600, 1G69860, 1G73990, 3G01060, 5G50160
S1040 	0.11453	1	
S1043sl 	0.07362	6	5933, 5264, 5271, 6717, 3G55580, 5G50160
S1044 	0.10539	4	6150, 1G69860, 3G16150, 4G17370
S1045 	0.02708	35	6995, 7279, 6864, 6506, 6366, 5849, 6705, 6041, 7367, 5596, 7013, 6407, 5271, 5822, 6448, 1G72500, 2G26200, 2G31740, 3G01150, 3G02260, 3G14910, 3G18730, 3G48425, 3G55580, 5G16210, 5G18525, 5G20170, 5G36890, 5G39710, 5G47040, 5G51070, 5G51340, 5G51830, 5G53580, 5G58600
S1050 	0.11007	1	
S1052sl 	0.02678	18	5489, 5104, 5960, 7572, 7028, 5980, 7333, 1G05960, 1G10240, 1G15980, 1G22770, 1G24706, 1G71220, 1G79150, 2G26800, 3G06920, 5G13690, 5G50320
S1053sl 	0.08028	2	4G09140, 5G53580
S1069 	0.03302	32	5038, 5489, 6366, 7135, 5634, 5968, 7367, 6969, 6029, 5528, 6448, 6968, 1G06710, 1G24706, 1G57770, 1G71220, 2G40840, 3G27730, 3G43300, 4G08150, 4G10950, 4G20850, 5G11040, 5G13530, 5G23050, 5G48520, 5G49830, 5G50170, 5G51070, 5G51540, 5G55250, 5G63420
S1072 	0.1106	2	7333, 4G35850
S1074 	0.04618	27	5489, 6384, 6992, 5960, 6216, 7572, 6865, 6705, 7577, 7333, 5304, 6631, 1G05960, 1G49040, 2G26200, 2G29560, 2G41670, 3G16150, 3G17880, 3G52940, 4G08150, 4G10020, 4G16340, 4G17370, 4G20850, 5G51070, 5G58600
S1077 	0.02678	13	6779, 5531, 5034, 7333, 1G76730, 3G01150, 3G14120, 3G16150, 4G10020, 4G16340, 4G20850, 5G16210, 5G40820
S1083 	0.01336	17	6992, 6406, 5273, 7028, 6531, 6483, 7021, 1G06590, 1G10910, 2G29560, 2G31740, 2G34960, 2G47600, 5G16210, 5G23880, 5G45780, 5G60600
S1089 	0.0957	4	5273, 3G18730, 4G30720, 5G53580
S1093sl 	0.03847	30	4471, 6406, 6864, 7367, 6552, 7013, 5271, 1G03090, 1G14300, 1G69860, 1G72500, 2G04270, 2G47600, 3G02260, 3G12590, 3G16290, 3G43240, 3G43300, 3G49400, 3G58520, 4G20850, 4G23540, 4G30720, 5G11330, 5G16210, 5G23880, 5G47040, 5G49810, 5G51070, 5G53580
S1095 	0.11945	2	5933, 5G51540
S1096 	0.10199	3	1G69860, 2G40860, 5G35560
S1097 	0.08864	4	4848, 2G31740, 3G44880, 5G39710
S1098 	0.09796	2	1G69860, 2G40860
S1100 	0.02146	14	6150, 6660, 5642, 5531, 6792, 1G57770, 2G26200, 3G06920, 3G16150, 3G19210, 4G09140, 5G26820, 5G45780, 5G65990
S1102 	0.03847	9	7313, 5271, 1G16770, 3G12590, 3G49400, 4G35850, 5G49810, 5G54570, 5G65990
S1103 	0.04551	8	7273, 6969, 1G31800, 2G35500, 5G06940, 5G19610, 5G35410, 5G49830
S1106sl 	0.08803	2	1G69860, 5G39710
S1110 	0.02501	15	6848, 7324, 6864, 6506, 5162, 6056, 5922, 6649, 6527, 6572, 1G31360, 1G55590, 1G60560, 2G13610, 3G55580
S1111 	0.11987	1	
S1113 	0.07109	4	6379, 1G31360, 2G35500, 5G11330
S1114-2 	0.05777	10	5038, 6393, 5104, 6864, 6366, 6924, 1G24706, 5G06120, 5G49810, 5G65990
S1116 	0.05877	27	5038, 5670, 5849, 6378, 6538, 5943, 6488, 6448, 6717, 6924, 5304, 6398, 6797, 6968, 1G16720, 1G22770, 1G24706, 1G55590, 1G65380, 1G68050, 2G29560, 3G12590, 3G43300, 4G33080, 4G35850, 5G06120, 5G11040
S1117 	0.11398	3	6531, 1G69860, 4G30720
S1118 	0.08112	3	1G27460, 4G09140, 5G39710
S1119 	0.12672	0	
S1120 	0.0509	12	5933, 6366, 5162, 7325, 6378, 5822, 6448, 1G77405, 2G29560, 3G05350, 4G17370, 5G60600
S1121 	0.09261	2	3G01060, 5G54080
S1128 	0.03126	15	6933, 6406, 7324, 6458, 6732, 5926, 6797, 7296, 1G77405, 2G26200, 2G40860, 2G42750, 5G39710, 5G40480, 5G66960
S1129sl 	0.04096	11	6995, 6933, 4471, 7024, 6457, 1G79560, 2G26200, 2G41670, 5G40440, 5G40480, 5G54080
S1148 	0.02984	15	6933, 5980, 5943, 6792, 1G15980, 2G18760, 2G26690, 3G01060, 3G09650, 3G19180, 3G19210, 4G26090, 4G30720, 5G23060, 5G65990
S1168 	0.03838	20	5489, 6864, 5943, 1G10240, 1G68930, 2G07360, 2G34640, 2G47600, 3G14120, 3G55580, 3G58520, 4G04350, 4G20850, 5G02820, 5G07590, 5G27970, 5G41800, 5G51070, 5G54080, 5G66960
S1176 	0.04508	6	5933, 6779, 6506, 6227, 3G48425, 3G55580
S1177 	0.03981	4	3G14910, 5G35460, 5G40820, 5G49830
S1180 	0.02003	22	6660, 7021, 5968, 5531, 6792, 1G06590, 1G14300, 1G57770, 1G71220, 1G73960, 2G31740, 2G40770, 3G19180, 3G19210, 3G58520, 4G23540, 5G26820, 5G40440, 5G40480, 5G51750, 5G65950, 5G65990
S1181-2 	0.08935	5	1G16770, 2G41670, 4G30720, 5G45780, 5G53580
S1182 	0.02206	14	5733, 6865, 6689, 6538, 6227, 1G01220, 1G10910, 1G57770, 1G65380, 2G13610, 4G09140, 5G35560, 5G51340, 5G51540
S1184 	0.04755	12	6779, 5733, 7577, 5531, 5926, 1G60070, 1G68050, 3G05350, 3G18730, 4G09140, 4G20850, 4G26090
S1187sl 	0.03697	12	6393, 7313, 6779, 5922, 5943, 1G30010, 1G55250, 1G60560, 2G40840, 3G04340, 4G26090, 4G30720
S1188 	0.06787	15	6848, 7313, 6366, 6378, 4992, 6969, 6791, 1G04730, 1G30010, 1G31800, 3G04340, 3G06920, 4G17370, 4G30720, 5G63420
S1189 	0.01609	23	5489, 5642, 6649, 6538, 5926, 6398, 7296, 1G04730, 1G10910, 1G16770, 1G31360, 1G61600, 1G65380, 1G67550, 1G73990, 2G04842, 2G40860, 3G01060, 3G18730, 3G44330, 4G10950, 4G30720, 5G39710
S1201sl 	0.00564	8	6538, 6407, 1G65380, 2G31970, 2G32290, 3G49400, 5G23880, 5G50210
S1204 	0.06949	6	6977, 3G10700, 3G55580, 5G36890, 5G45900, 5G48520
S1208sl 	0.03476	12	6864, 5933, 6649, 7577, 7367, 6572, 1G06590, 1G68930, 1G77405, 2G07360, 3G12590, 5G27970
S1210 	0.05209	7	5922, 6649, 6227, 1G31360, 2G47600, 3G62130, 4G39470
S1211 	0.00576	6	7371, 5849, 1G10240, 4G08150, 4G30720, 5G40820
S1213 	0.02834	27	5038, 5489, 6992, 6366, 7331, 5968, 5596, 6029, 5528, 6448, 1G06710, 1G68930, 1G71220, 2G40840, 3G43300, 4G20850, 4G27790, 5G11040, 5G23050, 5G48520, 5G49830, 5G50170, 5G50320, 5G51070, 5G55250, 5G63420, 5G66960
S1214sl 	0.01114	7	7273, 1G22770, 1G68050, 3G27870, 4G04350, 5G02820, 5G39710
S1220 	0.04926	14	6865, 6056, 6227, 5926, 6572, 1G60560, 1G68930, 2G26800, 3G16150, 4G30720, 5G13530, 5G27970, 5G36890, 5G51070
S1221sl 	0.05463	19	6056, 6649, 6924, 7333, 6398, 7296, 1G31360, 1G59980, 1G60560, 2G07360, 2G25660, 3G06920, 3G12590, 3G14120, 4G30720, 4G36180, 5G06120, 5G41800, 5G45780
S1223 	0.01618	15	6660, 5943, 6792, 1G14300, 1G18270, 1G72500, 2G40860, 3G04340, 3G58520, 4G39470, 5G35560, 5G45900, 5G54570, 5G60570, 5G65990
S1227 	0.0233	8	4471, 7361, 1G14300, 1G31800, 1G55250, 3G55580, 5G40820, 5G41800
S1229-2 	0.03022	16	4744, 6864, 6779, 6526, 7135, 5634, 6483, 5968, 6631, 1G61600, 1G76730, 3G10700, 3G22980, 4G30720, 5G11040, 5G50320
S1230 	0.05374	3	3G48110, 5G47040, 5G51830
S1232sl 	0.05347	8	6393, 6779, 7367, 6552, 6792, 6398, 1G69860, 5G54570
S1234 	0.06627	14	7313, 7028, 7577, 7296, 1G01220, 3G48425, 4G17370, 4G30720, 5G02820, 5G23880, 5G54080, 5G54570, 5G63420, 5G66960
S1235sl 	0.0059	12	6933, 6864, 6893, 6689, 5642, 6029, 1G60070, 1G68930, 3G02260, 5G02820, 5G17530, 5G40480
S1238sl 	0.01047	13	6864, 6506, 5513, 4992, 1G57770, 1G67550, 1G79150, 2G04270, 2G31740, 3G22980, 5G39710, 5G45780, 5G60600
S1239 	0.03192	12	5264, 7028, 1G59980, 1G76730, 2G32290, 4G17370, 4G17380, 4G30720, 5G22750, 5G23050, 5G23880, 5G40480
S1241 	0.14187	1	
S1245 	0.03075	14	6393, 7313, 6779, 7028, 6531, 6538, 7367, 6552, 6792, 6572, 1G65380, 4G26090, 5G41800, 5G60600
S1246 	0.01593	23	6393, 4471, 6864, 7313, 6779, 5513, 7028, 7325, 6531, 6458, 5980, 6969, 6552, 7013, 6572, 1G01770, 1G15980, 3G14470, 4G16420, 4G17380, 5G16420, 5G36890, 5G60600
S1249 	0.0424	9	4471, 1G01770, 1G31360, 3G62130, 4G17370, 5G02820, 5G47040, 5G58480, 5G60600
S1250sl 	0.05007	9	6303, 7296, 1G01770, 1G03090, 1G14300, 1G72500, 1G73990, 3G55160, 5G37830
S1251 	0.04933	10	6848, 5980, 6797, 1G15980, 1G72500, 3G05350, 3G48425, 5G35460, 5G40480, 5G53580
S1258-2 	0.14208	3	1G67550, 4G09140, 5G23880
S1260 	0.03848	11	6406, 6432, 5968, 6538, 6227, 5034, 1G65380, 2G41670, 3G22980, 5G36890, 5G37830
S1261 	0.10815	5	7331, 6407, 5034, 1G30010, 2G25660
S1262 	0.09729	6	1G79560, 3G14910, 5G11330, 5G51750, 5G53580, 5G54570
S1266sl 	0.04421	11	6995, 6406, 7325, 6969, 5822, 1G01770, 1G31360, 1G31800, 1G55590, 4G17370, 5G60600
S1269 	0.04057	10	6995, 4471, 6406, 6601, 5822, 1G31360, 1G55590, 2G32290, 4G17370, 5G45900
S1270 	0.08189	7	5922, 5968, 6717, 1G27460, 4G27790, 5G37830, 5G51750
S1276 	0.05518	19	6933, 5489, 5670, 5733, 6448, 5866, 1G22770, 2G07360, 2G24230, 2G32290, 3G10700, 3G12590, 3G49400, 4G10020, 4G20850, 4G23540, 5G41800, 5G54080, 5G60600
S1278 	0.03626	4	6893, 1G68930, 5G26820, 5G48520
S1279 	0.03903	3	6713, 5G26820, 5G48520
S1314 	0.06535	7	6056, 1G60560, 2G25730, 3G12590, 3G58520, 5G13530, 5G51070
S1315 	0.04615	9	6995, 6506, 5922, 7194, 3G14910, 3G22980, 4G36180, 5G02820, 5G23880
S1318-2 	0.04441	4	6705, 7577, 1G67550, 4G33080
S1319 	0.0953	4	1G69860, 2G25660, 4G09140, 5G20170
S1328sl 	0.04324	18	6995, 6432, 5273, 7313, 6779, 5264, 6689, 6458, 4992, 7367, 1G01220, 2G32290, 3G06920, 3G14910, 3G27870, 3G58520, 5G23880, 5G54570
