Gene Species Taxon Signature
6527 S1249 S1249 0.01434864150987836
6527 S0748 S0748 0.01434864150987836
6527 S0558 S0558 0.01434864150987836
3G18730 PAFTOL_019361 PAFTOL_019361 0.7246249489670997
3G18730 S1332 S1332 0.030945960905901546
3G18730 S1120 S1120 0.022229976915314698
3G18730 SRR8528381 SRR8528381 0.022229976915314698
3G18730 S1223 S1223 0.022229976915314698
3G18730 S1180 S1180 0.022229976915314698
3G18730 S1148 S1148 0.022229976915314698
3G18730 S0616 S0616 0.022229976915314698
3G18730 S0345 S0345 0.022229976915314698
3G18730 S0735 S0735 0.022229976915314698
3G18730 S1100 S1100 0.022229976915314698
3G18730 S0427 S0427 0.022229976915314698
3G18730 SRR8528361 SRR8528361 0.022229976915314698
3G18730 S0960 S0960 0.011959143828191401
3G18730 S0771 S0771 0.011959143828191401
3G18730 S1269 S1269 0.022229976915314698
3G18730 S1110 S1110 0.022229976915314698
3G18730 S0758 S0758 0.011959143828191401
3G18730 S0288 S0288 0.0017881113948725975
3G18730 S0964 S0964 0.011959143828191401
3G18730 S1052sl S1052sl 0.011959143828191401
3G18730 S0303 S0303 0.0004809753746907396
3G18730 S0956 S0956 0.011759564827643993
3G18730 S0407sl S0407sl 0.011759564827643993
3G18730 S1376 S1376 0.011759564827643993
4G17370 SRR8528370 SRR8528370 0.08002765121308171
4G17370 S1148 S1148 0.0887414060966925
4G17370 S1100 S1100 0.0887414060966925
4G17370 S0735 S0735 0.0887414060966925
4G17370 S1223 S1223 0.0887414060966925
4G17370 S1315 S1315 0.016173193072883497
4G17370 S1246 S1246 0.08002765121308171
4G17370 S1245 S1245 0.08002765121308171
4G17370 S1539 S1539 0.08002765121308171
4G17370 S0673 S0673 0.08002765121308171
4G17370 S0894 S0894 0.08002765121308171
4G17370 S1251 S1251 0.08002765121308171
4G17370 S1451 S1451 0.08002765121308171
4G17370 SRR8528354 SRR8528354 0.04875833475043186
4G17370 S1214sl S1214sl 0.010797208981142946
4G17370 S0345 S0345 0.010797208981142946
4G17370 S1405 S1405 0.04875833475043186
4G17370 S0656sl S0656sl 0.04875833475043186
4G17370 S0899 S0899 0.04875833475043186
4G17370 S0320 S0320 0.04875833475043186
4G17370 S0289 S0289 0.04875833475043186
4G17370 S1250sl S1250sl 0.04875833475043186
4G17370 S0624 S0624 0.025143659439731895
4G17370 S0327 S0327 0.025143659439731895
5G17530 SRR8528343 SRR8528343 0.9322726798453811
5G17530 PAFTOL_019361 PAFTOL_019361 0.18233989722754512
5G17530 S1451 S1451 0.14104906994333344
5G17530 S1223 S1223 0.15729901034813087
5G17530 S0645sl S0645sl 0.07622176985103275
5G17530 S1148 S1148 0.15729901034813087
5G17530 S0735 S0735 0.15729901034813087
5G17530 S1180 S1180 0.15729901034813087
5G17530 S1100 S1100 0.15729901034813087
5G17530 S0624 S0624 0.017831898934869663
5G17530 S0299 S0299 0.016645277453897222
5G17530 S0427 S0427 0.0239514155804589
5G17530 S0308 S0308 0.0239514155804589
5G17530 S0430 S0430 0.0239514155804589
5G17530 S0673 S0673 0.016645277453897222
5G17530 SRR8528381 SRR8528381 0.016645277453897222
5G17530 S1475 S1475 0.016645277453897222
5G17530 S1539 S1539 0.016645277453897222
5G17530 S0894 S0894 0.016645277453897222
5G17530 S1102 S1102 0.016645277453897222
1G24706 PAFTOL_019361 PAFTOL_019361 0.2244036960626915
1G24706 S1100 S1100 0.19467647976904584
1G24706 S0299 S0299 0.03214152471103285
1G24706 S1223 S1223 0.19467647976904584
1G24706 S1180 S1180 0.19467647976904584
1G24706 S1451 S1451 0.03214152471103285
1G24706 S0278 S0278 0.03214152471103285
1G24706 S1148 S1148 0.19467647976904584
1G24706 S0735 S0735 0.19467647976904584
1G24706 SRR8528361 SRR8528361 0.042275425340553244
1G24706 S1120 S1120 0.042275425340553244
1G24706 S0616 S0616 0.019606037324103216
1G24706 S0345 S0345 0.01309651444157103
1G24706 S1251 S1251 0.03214152471103285
1G24706 S0624 S0624 0.03214152471103285
1G24706 S0417 S0417 0.014436773028391452
1G24706 SRR8528347 SRR8528347 0.004469057895475489
1G24706 S0645sl S0645sl 0.004469057895475489
1G24706 S1332 S1332 0.00909418129545554
1G24706 S1211 S1211 0.00909418129545554
1G24706 S1269 S1269 0.00909418129545554
1G24706 S1315 S1315 0.00909418129545554
1G24706 S0407sl S0407sl 0.002820227324785354
6660 CRNC CRNC 0.5952138018522991
6660 MYZV MYZV 0.5952138018522991
6660 HYZL HYZL 0.5952138018522991
6660 PAFTOL_019361 PAFTOL_019361 0.1719609979813464
6660 S0735 S0735 0.1719609979813464
6660 S1451 S1451 0.06048549209642254
6660 S1052sl S1052sl 0.06048549209642254
6660 S1223 S1223 0.06048549209642254
6660 S1180 S1180 0.06048549209642254
6660 S1100 S1100 0.06048549209642254
6660 S0407sl S0407sl 0.04445702940496378
6660 S0412sl S0412sl 0.06048549209642254
6660 SRR8528381 SRR8528381 0.06048549209642254
6660 S1148 S1148 0.06048549209642254
6660 S0278 S0278 0.04445702940496378
6660 S1475 S1475 0.04445702940496378
6660 S0616 S0616 0.06048549209642254
6660 S0327 S0327 0.020485747109094957
6660 S0303 S0303 0.020485747109094957
6660 S0308 S0308 0.020485747109094957
6660 S0417 S0417 0.008071919078682674
5273 CRNC CRNC 0.3368572548495973
5273 MYZV MYZV 0.3368572548495973
5273 HYZL HYZL 0.3368572548495973
5273 PAFTOL_019361 PAFTOL_019361 0.3368572548495973
5273 S1266sl S1266sl 0.05966235008049876
5273 S1148 S1148 0.10714826567193846
5273 S1269 S1269 0.02660730772495008
5273 S1249 S1249 0.014214213509722044
5273 S1100 S1100 0.10714826567193846
5273 S1180 S1180 0.10714826567193846
5273 S1223 S1223 0.10714826567193846
5273 S0735 S0735 0.10714826567193846
5273 S1052sl S1052sl 0.03700650158374775
5273 S1251 S1251 0.016552612883828473
5273 S0299 S0299 0.016552612883828473
5273 S0427 S0427 0.007724260860632241
5273 S1315 S1315 0.009247183388060975
5273 S0620 S0620 0.009247183388060975
5273 S0430 S0430 0.009247183388060975
5273 S1451 S1451 0.007724260860632241
5273 S0278 S0278 0.007724260860632241
5273 S0294 S0294 0.007724260860632241
5273 S0748 S0748 0.009247183388060975
5273 S0303 S0303 0.009247183388060975
5273 S0888 S0888 0.007337429101163631
5273 S0724sl S0724sl 0.005513263073506358
5531 S1120 S1120 0.07919621048186541
5531 MYZV MYZV 0.5221713409470505
5531 CRNC CRNC 0.5221713409470505
5531 HYZL HYZL 0.5221713409470505
5531 S0616 S0616 0.07919621048186541
5531 S1498 S1498 0.06943456705906835
5531 S1083 S1083 0.06943456705906835
5531 S0281 S0281 0.06943456705906835
5531 PAFTOL_019361 PAFTOL_019361 0.06943456705906835
5531 S1269 S1269 0.020026790951932293
5531 S0795 S0795 0.061494112131378245
5531 S1129sl S1129sl 0.061494112131378245
5531 S0720 S0720 0.061494112131378245
5531 S1223 S1223 0.061494112131378245
5531 S1148 S1148 0.061494112131378245
5531 S0735 S0735 0.061494112131378245
5531 S1100 S1100 0.061494112131378245
5531 S1180 S1180 0.061494112131378245
5531 S1376 S1376 0.061494112131378245
5531 S1449 S1449 0.010123119165190281
5531 S0724sl S0724sl 0.020026790951932293
5531 S1249 S1249 0.020026790951932293
6977 S1405 S1405 0.10040667866513665
6977 MYZV MYZV 0.3438432625980753
6977 CRNC CRNC 0.3438432625980753
6977 PAFTOL_019361 PAFTOL_019361 0.18263652948127163
6977 HYZL HYZL 0.18263652948127163
6977 S1120 S1120 0.08627436294313477
6977 S1260 S1260 0.08627436294313477
6977 S1100 S1100 0.08627436294313477
6977 S0616 S0616 0.08627436294313477
6977 S1475 S1475 0.08627436294313477
6977 S1451 S1451 0.08627436294313477
6977 S0673 S0673 0.043067826139902746
6977 S0748 S0748 0.02082884140078655
6977 S1223 S1223 0.043067826139902746
6977 S1148 S1148 0.043067826139902746
6977 S1180 S1180 0.043067826139902746
6977 S0735 S0735 0.043067826139902746
6977 SRR6441723 SRR6441723 0.02082884140078655
6977 S0303 S0303 0.02082884140078655
6977 S0322 S0322 0.017023476438032117
6977 S1449 S1449 0.003200144156730648
7583 HYZL HYZL 1.113223236451823
7583 CRNC CRNC 0.4700881458821097
7583 S0055 S0055 0.46292531161406847
7583 S1278 S1278 0.46292531161406847
7583 S0308 S0308 0.081608800231579
7583 S1083 S1083 0.16472258923108443
7583 S1128 S1128 0.16472258923108443
7583 S1498 S1498 0.16472258923108443
7583 S1260 S1260 0.081608800231579
7583 S1210 S1210 0.081608800231579
7583 S0616 S0616 0.03771535742911529
7583 S0303 S0303 0.03684800459762221
7583 S1129sl S1129sl 0.03684800459762221
7583 S0720 S0720 0.03684800459762221
7583 S0281 S0281 0.03684800459762221
7583 S0427 S0427 0.006863156857459432
7583 S1211 S1211 0.03684800459762221
7583 S1120 S1120 0.03684800459762221
7583 S0748 S0748 0.03684800459762221
7583 S1266sl S1266sl 0.03684800459762221
6992 CRNC CRNC 0.49612313740705044
6992 S0951 S0951 0.49612313740705044
6992 S0690 S0690 0.49612313740705044
6992 MYZV MYZV 0.49612313740705044
6992 HYZL HYZL 0.49612313740705044
6992 PAFTOL_019361 PAFTOL_019361 0.18810978717291876
6992 S0278 S0278 0.02762051337376968
6992 S0327 S0327 0.02762051337376968
6992 S1210 S1210 0.019443568755069543
6992 S0299 S0299 0.019443568755069543
6992 S0616 S0616 0.019443568755069543
6992 S0956 S0956 0.019443568755069543
6992 S1405 S1405 0.019443568755069543
6992 S0308 S0308 0.017908889003176522
6992 S0645sl S0645sl 0.017908889003176522
6992 S1148 S1148 0.017908889003176522
6992 S1110 S1110 0.011126476776906818
6992 S1251 S1251 0.017908889003176522
6992 S0624 S0624 0.017908889003176522
6992 S0964 S0964 0.017908889003176522
6992 S0427 S0427 0.017908889003176522
6992 SRR11470320 SRR11470320 0.017908889003176522
6992 S0376 S0376 0.017908889003176522
2G35500 S0735 S0735 0.22519846559589463
2G35500 S1189 S1189 0.07690678108670097
2G35500 S1100 S1100 0.22519846559589463
2G35500 SRR8528365 SRR8528365 0.03486007763565556
2G35500 S1223 S1223 0.22519846559589463
2G35500 S1180 S1180 0.22519846559589463
2G35500 S1148 S1148 0.22519846559589463
2G35500 SRR8528372 SRR8528372 0.03486007763565556
2G35500 S1498 S1498 0.03486007763565556
2G35500 S0616 S0616 0.03486007763565556
2G35500 S0959 S0959 0.03486007763565556
2G35500 S1129sl S1129sl 0.03486007763565556
2G35500 S0281 S0281 0.03486007763565556
2G35500 S1083 S1083 0.03486007763565556
2G35500 S1376 S1376 0.03486007763565556
2G35500 SRR8528361 SRR8528361 0.03486007763565556
2G35500 S1366 S1366 0.03486007763565556
2G35500 S0771 S0771 0.012186171941180681
2G35500 S0756 S0756 0.023911997740426977
2G35500 S0763 S0763 0.023911997740426977
3G43240 PAFTOL_019361 PAFTOL_019361 0.11058808344956614
3G43240 S1451 S1451 0.0646184035180147
3G43240 S0289 S0289 0.0646184035180147
3G43240 S1148 S1148 0.11058808344956614
3G43240 S1180 S1180 0.11058808344956614
3G43240 S0735 S0735 0.11058808344956614
3G43240 S1100 S1100 0.11058808344956614
3G43240 S1052sl S1052sl 0.11058808344956614
3G43240 S1251 S1251 0.0646184035180147
3G43240 S0320 S0320 0.0646184035180147
3G43240 S0645sl S0645sl 0.0646184035180147
3G43240 S0624 S0624 0.0646184035180147
3G43240 S0417 S0417 0.0646184035180147
3G43240 SRR8528354 SRR8528354 0.0646184035180147
3G43240 S0299 S0299 0.0646184035180147
3G43240 S1239 S1239 0.01772858945126512
3G43240 SRR8528347 SRR8528347 0.01772858945126512
3G43240 S1539 S1539 0.01772858945126512
3G43240 S0616 S0616 0.018055992117840123
3G43240 S0888 S0888 0.018055992117840123
3G43240 S1102 S1102 0.018055992117840123
3G43240 S1120 S1120 0.018055992117840123
3G43240 S1129sl S1129sl 0.018055992117840123
3G43240 S1235sl S1235sl 0.018055992117840123
3G43240 S0308 S0308 0.018055992117840123
3G27670 S0888 S0888 0.053154844107688067
3G27670 S1100 S1100 0.12120093361860322
3G27670 S1148 S1148 0.12120093361860322
3G27670 S1180 S1180 0.12120093361860322
3G27670 S1223 S1223 0.12120093361860322
3G27670 S0735 S0735 0.12120093361860322
3G27670 S1102 S1102 0.00883855599224181
3G27670 S1110 S1110 0.053154844107688067
3G27670 S1315 S1315 0.053154844107688067
3G27670 S1210 S1210 0.053154844107688067
3G27670 S1260 S1260 0.053154844107688067
3G27670 S1120 S1120 0.053154844107688067
3G27670 S0616 S0616 0.053154844107688067
3G27670 S0322 S0322 0.053154844107688067
3G27670 S0308 S0308 0.053154844107688067
3G27670 S0724sl S0724sl 0.02256684145861812
3G27670 S0748 S0748 0.02256684145861812
3G27670 S0355 S0355 0.01325216411564705
3G27670 S0303 S0303 0.01325216411564705
3G27670 SRR8528381 SRR8528381 0.00883855599224181
3G27670 S1266sl S1266sl 0.00883855599224181
3G27670 S0294 S0294 0.008303722496601178
2G18760 PAFTOL_019361 PAFTOL_019361 0.2515133902446731
2G18760 S0735 S0735 0.07906282469228246
2G18760 S1052sl S1052sl 0.0460262187997865
2G18760 S0281 S0281 0.0460262187997865
2G18760 S1148 S1148 0.07906282469228246
2G18760 S1223 S1223 0.07906282469228246
2G18760 S1180 S1180 0.07906282469228246
2G18760 S1100 S1100 0.07906282469228246
2G18760 S1110 S1110 0.028560369713986535
2G18760 SRR8528381 SRR8528381 0.034608500841191374
2G18760 S1120 S1120 0.028560369713986535
2G18760 S1210 S1210 0.028560369713986535
2G18760 S0888 S0888 0.028560369713986535
2G18760 S1315 S1315 0.028560369713986535
2G18760 S1235sl S1235sl 0.016637497253951843
2G18760 S0293 S0293 0.016637497253951843
2G18760 S0294 S0294 0.016637497253951843
2G18760 S0645sl S0645sl 0.028560369713986535
2G18760 S0299 S0299 0.028560369713986535
2G18760 S1460 S1460 0.016637497253951843
2G18760 S1211 S1211 0.01637662437649652
2G18760 S0641 S0641 0.01637662437649652
2G18760 S0308 S0308 0.009670984752077883
1G69860 S1376 S1376 0.02401713669259239
1G69860 S1189 S1189 0.02401713669259239
1G69860 S0964 S0964 0.017799839051337252
1G69860 S1128 S1128 0.017799839051337252
1G69860 S0959 S0959 0.006385056372856957
1G69860 S1129sl S1129sl 0.006385056372856957
1G69860 S0303 S0303 0.02367987947800875
1G69860 S1266sl S1266sl 0.02367987947800875
1G69860 S0288 S0288 0.02367987947800875
1G69860 S0748 S0748 0.02367987947800875
1G69860 S1539 S1539 0.006385056372856957
1G69860 S0960 S0960 0.006385056372856957
1G69860 S0308 S0308 0.02367987947800875
1G69860 S1315 S1315 0.02367987947800875
1G69860 S1100 S1100 0.02367987947800875
1G69860 S1249 S1249 0.02367987947800875
1G69860 S0430 S0430 0.02367987947800875
1G69860 S0724sl S0724sl 0.02367987947800875
1G69860 S1180 S1180 0.01814953282490793
1G69860 S1223 S1223 0.01814953282490793
1G69860 S1148 S1148 0.01814953282490793
1G69860 S1052sl S1052sl 0.01814953282490793
1G69860 S0888 S0888 0.01814953282490793
1G69860 S0355 S0355 0.01814953282490793
1G69860 S0952 S0952 0.01814953282490793
1G69860 S0735 S0735 0.01814953282490793
1G76730 S1266sl S1266sl 0.17437247936060346
1G76730 S0735 S0735 0.17437247936060346
1G76730 S1148 S1148 0.17437247936060346
1G76730 S1189 S1189 0.17437247936060346
1G76730 S1498 S1498 0.17437247936060346
1G76730 S1100 S1100 0.17437247936060346
1G76730 S1052sl S1052sl 0.06960074738568918
1G76730 S1129sl S1129sl 0.17437247936060346
1G76730 S0959 S0959 0.17437247936060346
1G76730 S0299 S0299 0.06960074738568918
1G76730 S0899 S0899 0.06960074738568918
1G76730 SRR8528347 SRR8528347 0.020979309741201834
1G76730 S0417 S0417 0.005070748164691345
1G76730 S1211 S1211 0.0032052890683298527
1G76730 S1381 S1381 0.0032052890683298527
7194 CRNC CRNC 0.41898958006899445
7194 MYZV MYZV 0.41898958006899445
7194 HYZL HYZL 0.41898958006899445
7194 PAFTOL_019361 PAFTOL_019361 0.30845066577538427
7194 S1100 S1100 0.06271186863643344
7194 S0753 S0753 0.029803916350054974
7194 S1405 S1405 0.029139474101501552
7194 S0894 S0894 0.024941872819652676
7194 S1180 S1180 0.029803916350054974
7194 S1148 S1148 0.029803916350054974
7194 S0735 S0735 0.029803916350054974
7194 S1246 S1246 0.024941872819652676
7194 S0616 S0616 0.024941872819652676
7194 S1110 S1110 0.024941872819652676
7194 S1249 S1249 0.024941872819652676
7194 S1260 S1260 0.014723651852049784
7194 S1083 S1083 0.024941872819652676
7194 S0673 S0673 0.024941872819652676
7194 S1245 S1245 0.024941872819652676
7194 S1475 S1475 0.024941872819652676
7194 S1210 S1210 0.014723651852049784
7273 CRNC CRNC 0.5081294645626719
7273 MYZV MYZV 0.5081294645626719
7273 HYZL HYZL 0.5081294645626719
7273 PAFTOL_019361 PAFTOL_019361 0.22074989235172324
7273 S1052sl S1052sl 0.13516975739674594
7273 S1249 S1249 0.02844485063044409
7273 S1210 S1210 0.01470334025908592
7273 S0888 S0888 0.01470334025908592
7273 S0294 S0294 0.02844485063044409
7273 S0735 S0735 0.02844485063044409
7273 S1180 S1180 0.02844485063044409
7273 S1148 S1148 0.02844485063044409
7273 S1235sl S1235sl 0.02844485063044409
7273 S1223 S1223 0.02844485063044409
7273 S1100 S1100 0.02844485063044409
7273 S1211 S1211 0.02844485063044409
7273 S0624 S0624 0.02844485063044409
7273 S1370 S1370 0.01206699752119937
7273 S0641 S0641 0.01206699752119937
7273 S0645sl S0645sl 0.01206699752119937
7273 S0748 S0748 0.012730732218221349
7273 S1110 S1110 0.012730732218221349
7273 S0724sl S0724sl 0.006554101959180946
7273 S1269 S1269 0.012578282405206179
7273 S1266sl S1266sl 0.012578282405206179
5304 ERR4210213 ERR4210213 0.22199818640835392
5304 MYZV MYZV 0.22199818640835392
5304 HYZL HYZL 0.22199818640835392
5304 CRNC CRNC 0.22199818640835392
5304 PAFTOL_019361 PAFTOL_019361 0.22199818640835392
5304 S1223 S1223 0.17865140224123358
5304 S1052sl S1052sl 0.17865140224123358
5304 S1266sl S1266sl 0.027046315197341384
5304 S0735 S0735 0.17865140224123358
5304 S1100 S1100 0.17865140224123358
5304 S1148 S1148 0.17865140224123358
5304 S1180 S1180 0.17865140224123358
5304 ERR2789774 ERR2789774 0.02639804165448222
5304 S0294 S0294 0.02639804165448222
5304 S0558 S0558 0.01637741236695786
5304 S1129sl S1129sl 0.015532947853464572
5304 S0771 S0771 0.012064692749003701
5304 S1128 S1128 0.010988313894024063
5304 S0430 S0430 0.010988313894024063
5304 S0308 S0308 0.010988313894024063
5304 S1249 S1249 0.010848662542934553
5304 S0322 S0322 0.010848662542934553
4G09140 S1128 S1128 0.04477628453869242
4G09140 S1223 S1223 0.07949157573853359
4G09140 S1180 S1180 0.07949157573853359
4G09140 S1148 S1148 0.07949157573853359
4G09140 S0735 S0735 0.07949157573853359
4G09140 S1100 S1100 0.07949157573853359
4G09140 SRR8528381 SRR8528381 0.07949157573853359
4G09140 S1110 S1110 0.07949157573853359
4G09140 SRR8528354 SRR8528354 0.031837040323512505
4G09140 S1129sl S1129sl 0.04477628453869242
4G09140 S1211 S1211 0.04477628453869242
4G09140 S1214sl S1214sl 0.02602067695276621
4G09140 S1451 S1451 0.010947638673771002
4G09140 S0427 S0427 0.02602067695276621
4G09140 SRR8528391 SRR8528391 0.02602067695276621
4G09140 S0771 S0771 0.02602067695276621
4G09140 S0888 S0888 0.00946391813368994
4G09140 SRR8528372 SRR8528372 0.00946391813368994
4G09140 S0552sl S0552sl 0.00946391813368994
4G09140 S1052sl S1052sl 0.0027756775881095717
6865 S0758 S0758 0.29641924387114804
6865 CRNC CRNC 0.29641924387114804
6865 MYZV MYZV 0.29641924387114804
6865 PAFTOL_019361 PAFTOL_019361 0.29641924387114804
6865 HYZL HYZL 0.29641924387114804
6865 S1120 S1120 0.13397529544065498
6865 ERR4210213 ERR4210213 0.13397529544065498
6865 S1148 S1148 0.13189539027775368
6865 S0345 S0345 0.13397529544065498
6865 S1332 S1332 0.13397529544065498
6865 S0320 S0320 0.13189539027775368
6865 S0735 S0735 0.13189539027775368
6865 S1180 S1180 0.13189539027775368
6865 S1100 S1100 0.13189539027775368
6865 S0407sl S0407sl 0.036254550673753515
6865 S1251 S1251 0.036254550673753515
6865 S0616 S0616 0.036254550673753515
6865 S0294 S0294 0.036254550673753515
6865 S0888 S0888 0.036254550673753515
6865 S0620 S0620 0.036254550673753515
6865 S1249 S1249 0.01690595285339211
5G58600 PAFTOL_019361 PAFTOL_019361 0.13461842713115407
5G58600 SRR8528391 SRR8528391 0.08602458400822752
5G58600 S1052sl S1052sl 0.08602458400822752
5G58600 S1210 S1210 0.08602458400822752
5G58600 S0303 S0303 0.08602458400822752
5G58600 S1260 S1260 0.08602458400822752
5G58600 S1315 S1315 0.08602458400822752
5G58600 S0308 S0308 0.08602458400822752
5G58600 S0952 S0952 0.019514291195780988
5G58600 S1460 S1460 0.0380794678026501
5G58600 S1235sl S1235sl 0.0380794678026501
5G58600 S0055 S0055 0.0380794678026501
5G58600 S1120 S1120 0.019514291195780988
5G58600 S0763 S0763 0.019514291195780988
5G58600 S0645sl S0645sl 0.008978985148716217
5G58600 S0320 S0320 0.008978985148716217
5733 CRNC CRNC 0.3971121092879568
5733 MYZV MYZV 0.3971121092879568
5733 HYZL HYZL 0.3971121092879568
5733 S0407sl S0407sl 0.19069647448225704
5733 S0827 S0827 0.19069647448225704
5733 S1100 S1100 0.19069647448225704
5733 S1148 S1148 0.19069647448225704
5733 PAFTOL_019361 PAFTOL_019361 0.19069647448225704
5733 S1246 S1246 0.19069647448225704
5733 S1052sl S1052sl 0.19069647448225704
5733 S0735 S0735 0.19069647448225704
5733 S1180 S1180 0.19069647448225704
5733 S1223 S1223 0.19069647448225704
5733 S0376 S0376 0.036888430568704556
5733 S1120 S1120 0.036888430568704556
5733 S1315 S1315 0.036888430568704556
5733 S0624 S0624 0.003037276844344242
5733 S1210 S1210 0.036888430568704556
5733 S1110 S1110 0.036888430568704556
5733 S1211 S1211 0.01306008668425062
5733 SRR8528357 SRR8528357 0.01306008668425062
5733 S0308 S0308 0.004919732970548668
4G08150 PAFTOL_019361 PAFTOL_019361 0.15907552491859686
4G08150 S1405 S1405 0.15907552491859686
4G08150 S1100 S1100 0.10825865464629199
4G08150 S1120 S1120 0.043219569828897506
4G08150 S0294 S0294 0.06773307122813123
4G08150 S0308 S0308 0.043219569828897506
4G08150 S1180 S1180 0.10825865464629199
4G08150 S1148 S1148 0.10825865464629199
4G08150 S1223 S1223 0.10825865464629199
4G08150 S0735 S0735 0.10825865464629199
4G08150 S1052sl S1052sl 0.043219569828897506
4G08150 S1239 S1239 0.03607493425732746
4G08150 S0412sl S0412sl 0.043219569828897506
4G08150 S0742 S0742 0.043219569828897506
4G08150 S0558 S0558 0.043219569828897506
4G08150 S1201sl S1201sl 0.043219569828897506
4G08150 S1260 S1260 0.043219569828897506
4G08150 S1251 S1251 0.03607493425732746
4G08150 S1315 S1315 0.005811983808868973
4G08150 S0645sl S0645sl 0.03607493425732746
4G08150 SRR8528354 SRR8528354 0.03607493425732746
5980 CRNC CRNC 0.325020851982948
5980 MYZV MYZV 0.325020851982948
5980 S0407sl S0407sl 0.325020851982948
5980 HYZL HYZL 0.325020851982948
5980 PAFTOL_019361 PAFTOL_019361 0.325020851982948
5980 S1405 S1405 0.17118824560049176
5980 S0690 S0690 0.10078552132948458
5980 S1052sl S1052sl 0.08746156126920647
5980 S0294 S0294 0.08746156126920647
5980 ERR4210213 ERR4210213 0.08746156126920647
5980 ERR2789774 ERR2789774 0.0809000943578324
5980 S1100 S1100 0.0809000943578324
5980 S1260 S1260 0.05469493154229368
5980 S1249 S1249 0.05469493154229368
5980 S0308 S0308 0.01044280185489476
5980 S1148 S1148 0.0809000943578324
5980 S0735 S0735 0.0809000943578324
5980 S1223 S1223 0.0809000943578324
5980 S1180 S1180 0.0809000943578324
5980 S1187sl S1187sl 0.013206947015771511
5980 S0827 S0827 0.008759624471728185
1G31360 S1148 S1148 0.09569002794375077
1G31360 S1110 S1110 0.09569002794375077
1G31360 S1210 S1210 0.09569002794375077
1G31360 S0888 S0888 0.09569002794375077
1G31360 S1315 S1315 0.09569002794375077
1G31360 S0620 S0620 0.06825552869221763
1G31360 S0735 S0735 0.09569002794375077
1G31360 S1180 S1180 0.09569002794375077
1G31360 S1223 S1223 0.09569002794375077
1G31360 S1100 S1100 0.09569002794375077
1G31360 S0308 S0308 0.02101081840698904
1G31360 S0558 S0558 0.03303473716457054
1G31360 S1539 S1539 0.03303473716457054
1G31360 SRR8528370 SRR8528370 0.03303473716457054
1G31360 S0960 S0960 0.015281081996911094
1G31360 S0827 S0827 0.015281081996911094
1G31360 S1260 S1260 0.008693193865665768
1G31360 S0964 S0964 0.015281081996911094
1G31360 S0278 S0278 0.015281081996911094
1G31360 S1246 S1246 0.008184185468597085
1G31360 S0656sl S0656sl 0.008184185468597085
1G31360 S0724sl S0724sl 0.00852742913517381
1G31360 S0952 S0952 0.008693193865665768
1G31360 S0281 S0281 0.008693193865665768
1G31360 S0322 S0322 0.008693193865665768
2G04270 S1180 S1180 0.13672027119038085
2G04270 S1223 S1223 0.13672027119038085
2G04270 S0960 S0960 0.02316813580791421
2G04270 S1148 S1148 0.13672027119038085
2G04270 S0735 S0735 0.13672027119038085
2G04270 S1100 S1100 0.13672027119038085
2G04270 SRR8528370 SRR8528370 0.047596807888804014
2G04270 S1102 S1102 0.02316813580791421
2G04270 S0299 S0299 0.02316813580791421
2G04270 S0552sl S0552sl 0.02316813580791421
2G04270 S0956 S0956 0.02316813580791421
2G04270 S1128 S1128 0.02316813580791421
2G04270 S1251 S1251 0.006416296482278594
2G04270 S0964 S0964 0.02316813580791421
2G04270 S1189 S1189 0.02316813580791421
2G04270 S0758 S0758 0.02316813580791421
2G04270 S1129sl S1129sl 0.02316813580791421
2G04270 S0959 S0959 0.02316813580791421
2G04270 S0771 S0771 0.02316813580791421
2G04270 S1210 S1210 0.012770040432834173
2G04270 S0888 S0888 0.007995209451950775
2G04270 S1315 S1315 0.0018527360066105346
2G04270 S0289 S0289 0.006416296482278594
2G04270 SRR8528347 SRR8528347 0.006416296482278594
2G04270 S0645sl S0645sl 0.006416296482278594
5264 CRNC CRNC 0.24354977807741912
5264 SRR8528381 SRR8528381 0.07498143462653206
5264 HYZL HYZL 0.24354977807741912
5264 MYZV MYZV 0.24354977807741912
5264 ERR4210213 ERR4210213 0.07498143462653206
5264 PAFTOL_019361 PAFTOL_019361 0.07498143462653206
5264 S0320 S0320 0.07498143462653206
5264 S1451 S1451 0.07498143462653206
5264 S0899 S0899 0.07498143462653206
5264 S0735 S0735 0.06902298446069331
5264 S1250sl S1250sl 0.07498143462653206
5264 S0278 S0278 0.07498143462653206
5264 SRR8528347 SRR8528347 0.014796754973836364
5264 S1223 S1223 0.06902298446069331
5264 S1148 S1148 0.06902298446069331
5264 S1180 S1180 0.06902298446069331
5264 S1100 S1100 0.06902298446069331
5264 S0355 S0355 0.016486093020788902
5264 S0308 S0308 0.016486093020788902
5264 SRR8528354 SRR8528354 0.012590947466462993
5264 S0620 S0620 0.0029646604273427693
5264 S1249 S1249 0.0029646604273427693
5264 S0289 S0289 0.012590947466462993
5264 S1246 S1246 0.012590947466462993
5264 S0827 S0827 0.012590947466462993
4G30720 PAFTOL_019361 PAFTOL_019361 0.37784248237990636
4G30720 SRR8528381 SRR8528381 0.1455286322975331
4G30720 S1180 S1180 0.3591476197913048
4G30720 S1223 S1223 0.3591476197913048
4G30720 S0735 S0735 0.3591476197913048
4G30720 S1100 S1100 0.3591476197913048
4G30720 S1148 S1148 0.3591476197913048
