"","genes","no_samples_before","no_samples_cleaned","no_samples_removed","fraction_samples_removed","gene_length","dist_raw_mean","dist_raw_min","dist_raw_max","dist_raw_stdev","dist_raw_CI_95_lower","dist_raw_CI_95_upper","N_sites","N_taxa","t_Entropy","t_predicted_threshold_Entropy","t_predicted_TPR_Entropy","t_predicted_FPR_Entropy","Risk_Entropy","t_Entropyvar","t_predicted_threshold_Entropyvar","t_predicted_TPR_Entropyvar","t_predicted_FPR_Entropyvar","Risk_Entropyvar","gene_tree_mean_node_support","gene_tree_clocklikeliness","mean_SNP_prop","genes_non_saturated","genes_high_BS","genes_clocklike","genes_SNP_prop_low","genes_alignments_long","genes_to_keep"
"222","2G41670",188,182,6,0.0319148936170213,210,0.0738225695798857,0,0.171875,0.0274698335203841,0.0734030269928707,0.0742421121669006,187,182,62.8,10.47,0.66,0.15,"low.risk",51.11,24.69,0.91,0.08,"low.risk",64.7640449438202,0.362116995675628,0.0188893341101315,1,0,0,1,0,0
"223","2G41700",373,350,23,0.061662198391421,1034,0.0682835588751601,0,0.134275618374558,0.0191115113030253,0.0681319865224663,0.0684351312278539,852,350,139.97,26.72,0.83,0.41,"low.risk",95.51,33.19,0.83,0.03,"low.risk",82.1296829971182,0.297974978236762,0.0130724607633842,1,1,1,1,1,1
"224","2G42490",356,338,18,0.050561797752809,786,0.0350947428121905,0,0.0975292587776333,0.0168134961046027,0.0349566544604596,0.0352328311639213,640,338,151.51,22.68,0.8,0.37,"low.risk",47.15,29.53,0.86,0.03,"low.risk",71.444776119403,0.434754790228018,0.028187483090879,1,0,0,0,1,0
"225","2G42700",312,301,11,0.0352564102564102,438,0.0651544362115859,0,0.183976261127596,0.0250344379104503,0.0649235124084957,0.0653853600146762,370,301,98.35,16.19,0.74,0.27,"low.risk",55.83,28.39,0.88,0.04,"low.risk",77.7382550335571,0.439678527731097,0.0229911337691449,1,1,0,0,1,0
"226","2G42750",85,80,5,0.0588235294117647,243,0.0873290926614808,0,0.181818181818182,0.0279477374364456,0.0863542879174358,0.0883038974055257,224,80,70.31,13.18,0.69,0.2,"low.risk",37.31,18.79,0.9,0.12,"low.risk",76.5714285714286,0.361956032095408,0.014292092426111,1,1,0,1,0,0
"227","2G42850",365,344,21,0.0575342465753425,1114,0.0821093467370849,0,0.28019801980198,0.0301035754910755,0.0818664264426222,0.0823522670315476,948,344,131.78,28.36,0.84,0.42,"low.risk",88.12,33.83,0.83,0.04,"low.risk",83.941348973607,0.195091310559269,0.0226053407920273,1,1,1,0,1,0
"228","2G43235",286,284,2,0.00699300699300698,141,0.0670838378703472,0,0.177304964539007,0.0297509486625653,0.0667929506774469,0.0673747250632476,121,284,39.54,6.9,0.62,0.1,"low.risk",29.31,25.07,0.93,0.08,"low.risk",58.5667870036101,0.446035415695988,0.0262758359846082,1,0,0,0,0,0
"229","2G43420",170,170,0,0,192,0.0714497969814323,0,0.161458333333333,0.027408367057354,0.0710015524143425,0.0718980415485221,172,170,55.37,9.92,0.65,0.14,"low.risk",34.98,24.19,0.92,0.09,"low.risk",58.7185628742515,0.340000457864133,0.0236282660807473,1,0,0,0,0,0
"230","2G43770",338,320,18,0.0532544378698225,816,0.0630317110365958,0,0.251552795031056,0.0388913511899474,0.06269430248207,0.0633691195911215,559,320,169.65,20.94,0.79,0.34,"low.risk",54.96,28.67,0.87,0.04,"low.risk",78.2807570977918,0.442110643425548,0.0530458893525327,1,1,0,0,1,0
"231","2G43890",328,287,41,0.125,771,0.0755031222681727,0,0.175775480059084,0.0282587825437492,0.0752297179434862,0.0757765265928592,639,287,145.5,22.75,0.8,0.36,"low.risk",78.03,30.89,0.85,0.04,"low.risk",83.7253521126761,0.295798542604213,0.0274242163712569,1,1,1,0,1,0
"232","2G45500",308,302,6,0.0194805194805194,214,0.10188898208672,0,0.335078534031414,0.0409759638624631,0.10151226344341,0.102265700730029,171,302,54.72,9.26,0.65,0.15,"low.risk",30.9,25.98,0.91,0.07,"low.risk",72.066889632107,0.552675983737518,0.0329364484121034,1,0,0,0,0,0
"233","2G46060",338,320,18,0.0532544378698225,503,0.0836397961596665,0,0.206593406593407,0.0341009055789798,0.0833439479335859,0.0839356443857471,382,320,98.16,16.5,0.74,0.28,"low.risk",77.28,28.88,0.87,0.04,"low.risk",76.5646687697161,0.360207500439148,0.0297155994084054,1,1,0,0,1,0
"234","2G46370",302,272,30,0.0993377483443708,492,0.0721994396738269,0,0.182008368200837,0.0352143811331165,0.0718399153196735,0.0725589640279803,327,272,94,14.99,0.72,0.25,"low.risk",61.14,26.24,0.91,0.07,"low.risk",72.8810408921933,0.414079955999056,0.0539309607965931,1,0,0,0,1,0
"235","2G46890",348,307,41,0.117816091954023,810,0.0906093666131346,0,0.258145363408521,0.0381398331570781,0.0902644428082554,0.0909542904180139,640,307,134,22.73,0.8,0.36,"low.risk",93.83,30.55,0.85,0.03,"low.risk",85.5427631578947,0.371621097450816,0.0263263505133271,1,1,0,0,1,0
"236","2G47600",268,267,1,0.00373134328358204,153,0.0867814750540677,0,0.251655629139073,0.0373175306332039,0.0863933297456846,0.0871696203624509,142,267,48.91,8.01,0.63,0.12,"low.risk",24.98,25.33,0.93,0.08,"high.risk",64.8825757575758,0.628648028879371,0.0169541457408713,0,0,0,1,0,0
"237","2G47790",275,267,8,0.0290909090909091,357,0.100134818555909,0,0.221910112359551,0.0364290308912902,0.0997559146683939,0.100513722443425,306,267,79.37,14.35,0.71,0.24,"low.risk",49.9,27.5,0.89,0.05,"low.risk",79.4242424242424,0.390021132699498,0.0267776393398256,1,1,0,0,1,0
"238","3G01100",347,319,28,0.0806916426512968,223,0.0656253281774791,0,0.203703703703704,0.0359729521439679,0.0653122587700339,0.0659383975849243,177,319,48.2,9.49,0.66,0.16,"low.risk",25.94,25.63,0.91,0.07,"low.risk",71.815873015873,0.419458705826903,0.0339907177763823,1,0,0,0,0,0
"239","3G01150",244,226,18,0.0737704918032787,227,0.0668962145622976,0,0.24468085106383,0.0287921998227849,0.0665422880194222,0.067250141105173,183,226,76.88,10.04,0.66,0.15,"low.risk",25.26,25.59,0.92,0.08,"high.risk",74.1756756756757,0.509122559575407,0.018948750579163,0,0,0,1,0,0
"240","3G01460",376,339,37,0.098404255319149,2692,0.0751016104248223,0,0.15606936416185,0.0270734396595771,0.0748799146066728,0.0753233062429718,2163,339,216.6,43.37,0.84,0.44,"low.risk",151.82,45.42,0.83,0.15,"low.risk",89.8541666666667,0.318798090955017,0.0261440692708051,1,1,1,0,1,0
"241","3G01670",283,275,8,0.0282685512367491,417,0.0795137347597599,0,0.206235011990408,0.0325818373446377,0.0791847233305702,0.0798427461889496,329,275,118.69,15.05,0.72,0.25,"low.risk",71.85,27.07,0.9,0.06,"low.risk",76.1029411764706,0.433266516130998,0.0302701826619678,1,1,0,0,1,0
"242","3G02130",366,325,41,0.112021857923497,1615,0.103684629111883,0,0.298346513299784,0.0408292580264523,0.103335866135567,0.104033392088199,1324,325,175.65,33.94,0.85,0.45,"low.risk",138.94,37.39,0.82,0.06,"low.risk",86.8540372670807,0.249670435731104,0.0216322288577031,1,1,1,0,1,0
"243","3G02260",376,349,27,0.0718085106382979,9551,0.0642457913232905,0,0.117579190266415,0.0203657755640013,0.0640838079782164,0.0644077746683647,8825,349,525.94,77.23,0,0,"low.risk",383.78,89.76,1,1,"low.risk",92.6271676300578,0.32229075355313,0.0137974949526826,1,1,1,1,1,1
"244","3G02570",321,298,23,0.0716510903426791,238,0.0730715673495839,0,0.274774774774775,0.0452716377301894,0.0726497593453729,0.073493375353795,159,298,65.55,8.73,0.64,0.14,"low.risk",27.64,26.15,0.91,0.06,"low.risk",66.4474576271186,0.339127442728512,0.035552814915002,1,0,0,0,0,0
"245","3G03210",367,340,27,0.0735694822888283,879,0.0918789165955118,0,0.254062038404727,0.0429289593978831,0.0915284204357511,0.0922294127552725,621,340,94.15,22.28,0.8,0.37,"low.risk",52.76,29.92,0.85,0.03,"low.risk",81.7774480712166,0.619126972899787,0.0376048008503846,1,1,0,0,1,0
"246","3G03380",357,308,49,0.137254901960784,666,0.0643471504126158,0,0.242314647377939,0.0271308683764938,0.0641025859468488,0.0645917148783828,550,308,126.38,20.76,0.78,0.34,"low.risk",82.34,30.29,0.86,0.03,"low.risk",78.8491803278689,0.398437759267972,0.0261016152898284,1,1,0,0,1,0
"247","3G04340",380,348,32,0.0842105263157895,2615,0.0791261174247569,0,0.213221601489758,0.0255308176170528,0.0789224684823897,0.0793297663671241,2332,348,195.63,44.94,0.83,0.43,"low.risk",140.61,46.46,0.83,0.17,"low.risk",90.0811594202899,0.407885191522223,0.0180440981937447,1,1,0,1,1,0
"248","3G04740",379,335,44,0.116094986807388,2197,0.0585152098661544,0,0.153056462902473,0.0239380937950758,0.0583168442423128,0.058713575489996,1766,335,279.67,39.28,0.85,0.46,"low.risk",137.22,40.86,0.82,0.09,"low.risk",84.2168674698795,0.524026607901867,0.0234861019571497,1,1,0,0,1,0
"249","3G05350",315,303,12,0.0380952380952381,279,0.0747217630961349,0,0.241007194244604,0.0314952913318068,0.0744331636970895,0.0750103624951803,270,303,71.89,13.07,0.7,0.22,"low.risk",52.3,27.26,0.89,0.05,"low.risk",73.9466666666667,0.187870051774684,0.015559982876886,1,0,1,1,1,0
"250","3G06270",374,359,15,0.0401069518716578,793,0.085062885289484,0,0.294117647058824,0.0418124084277672,0.0847395986808281,0.0853861718981399,549,359,139.41,20.68,0.79,0.35,"low.risk",76.47,28.49,0.86,0.03,"low.risk",80.3455056179775,0.251757691211045,0.0328724737778753,1,1,1,0,1,0
"251","3G06483",351,336,15,0.0427350427350427,420,0.0617178547152682,0,0.205696202531646,0.0316612168624806,0.0614562726349356,0.0619794367956009,320,336,118.14,14.65,0.72,0.26,"low.risk",55.28,26.6,0.89,0.05,"low.risk",78.7087087087087,0.338036827160194,0.0198687902010261,1,1,0,1,1,0
"252","3G06810",360,315,45,0.125,573,0.0710790141062553,0,0.18232044198895,0.0258990889516685,0.0708507497482898,0.0713072784642208,498,315,121.69,19.53,0.77,0.32,"low.risk",80.01,29.42,0.86,0.04,"low.risk",78.9711538461538,0.380221234409606,0.0211667878649254,1,1,0,0,1,0
"253","3G06880",338,324,14,0.0414201183431953,525,0.0759545171786602,0,0.247767857142857,0.0276317042072224,0.0757177578827054,0.076191276474615,476,324,84.73,18.97,0.77,0.32,"low.risk",52.13,29.78,0.86,0.03,"low.risk",78.190031152648,0.293034397915163,0.0208541244545114,1,1,1,0,1,0
"254","3G06920",368,336,32,0.0869565217391305,2336,0.0794508375918214,0,0.194636678200692,0.0263128606207376,0.0792334431419942,0.0796682320416485,2048,336,202.36,42.24,0.84,0.45,"low.risk",131.99,41.68,0.82,0.1,"low.risk",91.9429429429429,0.475162819861867,0.0184813266277225,1,1,0,1,1,0
"255","3G07080",352,316,36,0.102272727272727,751,0.0923451648032931,0,0.232035928143713,0.0343346965916219,0.0920435115269733,0.092646818079613,522,316,96.61,20.1,0.78,0.33,"low.risk",71.53,29.34,0.86,0.04,"low.risk",79.8210862619808,0.509379157673212,0.0323042153586569,1,1,0,0,1,0
"256","3G07140",363,322,41,0.112947658402204,906,0.0832068387092526,0,0.215853658536585,0.0288924528787036,0.0829577367049664,0.0834559407135388,688,322,132.66,23.68,0.81,0.38,"low.risk",92.59,32.72,0.84,0.03,"low.risk",83.2476489028213,0.340222291413963,0.0296205010854877,1,1,0,0,1,0
"257","3G07420",347,314,33,0.0951008645533141,813,0.0799203875501306,0,0.167539267015707,0.0285321591392732,0.0796681141672744,0.0801726609329868,582,314,154.72,21.47,0.79,0.35,"low.risk",94.54,30.72,0.85,0.03,"low.risk",85.4405144694534,0.384729220106769,0.0334811110789983,1,1,0,0,1,0
"258","3G08760",320,284,36,0.1125,668,0.0740788130324556,0,0.216,0.0324102283956446,0.0737619249739874,0.0743957010909238,494,284,127.86,19.5,0.77,0.32,"low.risk",49.24,29.25,0.87,0.04,"low.risk",78.6263345195729,0.451355075117683,0.0295744727396373,1,1,0,0,1,0
"259","3G08950",239,235,4,0.0167364016736402,210,0.0510648503316352,0,0.166666666666667,0.02539370940172,0.0507646808787465,0.051365019784524,154,235,76.47,8.71,0.64,0.13,"low.risk",18.12,24.47,0.94,0.09,"high.risk",62.5374449339207,0.364387976454959,0.0303002465608374,0,0,0,0,0,0
"260","3G08960",329,302,27,0.0820668693009119,604,0.0621876051384716,0,0.170263788968825,0.0250585004969922,0.0619572260718002,0.062417984205143,565,302,109.25,21.11,0.79,0.34,"low.risk",92.92,30.79,0.85,0.03,"low.risk",81.9230769230769,0.408153444591002,0.0243266586047008,1,1,0,0,1,0
"261","3G09090",376,336,40,0.106382978723404,906,0.0568267879377473,0,0.135166093928981,0.0241177751756841,0.0566275290832676,0.0570260467922269,735,336,114.07,24.58,0.82,0.39,"low.risk",69.88,31.97,0.84,0.03,"low.risk",77.7207207207207,0.338065657200208,0.0297000608607758,1,1,0,0,1,0
"262","3G09650",375,353,22,0.0586666666666666,1866,0.0831890879170719,0,0.204265791632486,0.0265773615788663,0.0829800982902958,0.083398077543848,1504,353,175.43,36.21,0.86,0.46,"low.risk",105,36.51,0.82,0.05,"low.risk",85.8828571428571,0.31039550080826,0.0190536476129032,1,1,1,1,1,1
"263","3G10030",319,305,14,0.0438871473354232,518,0.097329007495766,0,0.248815165876777,0.0397627946330597,0.0969670441312138,0.0976909708603181,396,305,71.26,16.92,0.75,0.29,"low.risk",62.02,28.74,0.87,0.04,"low.risk",81.1688741721854,0.593033446040548,0.0215646449359108,1,1,0,0,1,0
"264","3G10230",372,337,35,0.0940860215053764,1286,0.0691604370774138,0,0.25281954887218,0.0341848683727904,0.0688788441799322,0.0694420299748954,952,337,192.63,28.43,0.84,0.42,"low.risk",64.5,33.15,0.83,0.03,"low.risk",87.2215568862275,0.263881745052515,0.0345514106507892,1,1,1,0,1,0
"265","3G10700",225,219,6,0.0266666666666666,240,0.0680980891077776,0,0.156118143459916,0.024612701815539,0.0677858451112862,0.068410333104269,224,219,80.59,11.71,0.68,0.18,"low.risk",48.92,25.74,0.91,0.07,"low.risk",63.6342592592593,0.407954562711275,0.0182039381047582,1,0,0,1,0,0
"266","3G11220",270,269,1,0.00370370370370365,219,0.0611200107785849,0,0.201970443349754,0.0311609019868049,0.060798315893529,0.0614417056636408,187,269,84.81,10.03,0.66,0.16,"low.risk",26.58,25.64,0.92,0.07,"low.risk",68.8421052631579,0.233679175838974,0.0232342914813589,1,0,1,0,0,0
"267","3G11460",375,342,33,0.088,1428,0.10219293877458,0,0.236087689713322,0.0302876633353813,0.101947101557796,0.102438775991364,1207,342,131.94,32.31,0.85,0.45,"low.risk",103.06,35.92,0.82,0.05,"low.risk",86.2625368731563,0.366931131977869,0.0236155177872899,1,1,0,0,1,0
"268","3G11540",341,333,8,0.0234604105571847,271,0.0693152134849686,0,0.263157894736842,0.0365111089277232,0.0690108402476398,0.0696195867222975,209,333,88.79,10.79,0.68,0.19,"low.risk",49.53,26.05,0.9,0.06,"low.risk",75.0181818181818,0.725824391863774,0.0286399971205784,1,1,0,0,1,0
"269","3G11960",369,348,21,0.056910569105691,2109,0.0614581540393195,0,0.150079829696647,0.0244950925039551,0.0612627666546913,0.0616535414239478,1699,348,211.78,38.52,0.86,0.46,"low.risk",126.81,40.17,0.82,0.09,"low.risk",85.6260869565217,0.352530194128273,0.0242439109338132,1,1,0,0,1,0
"270","3G12280",356,344,12,0.0337078651685393,1038,0.0558738134943045,0,0.157335907335907,0.027387991705335,0.0556528065573786,0.0560948204312305,700,344,177.43,23.89,0.81,0.38,"low.risk",75.67,30.12,0.85,0.03,"low.risk",79.9970674486804,0.239299006623006,0.0467230122241418,1,1,1,0,1,0
"271","3G12590",367,333,34,0.0926430517711172,1856,0.0590601806812659,0,0.126691932864104,0.0203700667748371,0.0588903665246722,0.0592299948378596,1653,333,219.9,38.01,0.86,0.46,"low.risk",144.53,39.81,0.82,0.08,"low.risk",83.8181818181818,0.364272183804229,0.0185204283917183,1,1,0,1,1,0
"272","3G12810",372,348,24,0.0645161290322581,3149,0.0679849513003903,0,0.127978817299206,0.0206866293200055,0.0678199424767267,0.068149960124054,3003,348,277.19,50.52,0.78,0.37,"low.risk",170.05,48.74,0.84,0.21,"low.risk",91.0695652173913,0.340115583002486,0.0116505772473848,1,1,0,1,1,0
"273","3G13490",239,238,1,0.00418410041841,207,0.0631349694575353,0,0.21256038647343,0.0347318634458225,0.0627296036050482,0.0635403353100224,161,238,59.18,9.02,0.64,0.13,"low.risk",25.67,25.28,0.92,0.08,"low.risk",56.9059829059829,0.500758585661373,0.0345779570658709,1,0,0,0,0,0
"274","3G14470",333,299,34,0.102102102102102,1826,0.0861307835008478,0,0.239274924471299,0.0291531534891276,0.0858600657699693,0.0864015012317262,1663,299,210.23,38.18,0.85,0.45,"low.risk",167.3,40.91,0.82,0.1,"low.risk",90.8006756756757,0.192097708646325,0.0177501630292059,1,1,1,1,1,1
"275","3G15550",361,321,40,0.110803324099723,664,0.0698711366568558,0,0.168965517241379,0.0283449771414345,0.0696259922834997,0.0701162810302119,493,321,64.84,19.4,0.77,0.32,"low.risk",43.96,29.64,0.86,0.03,"low.risk",78.4842767295598,0.427741810335393,0.0376968311237332,1,1,0,0,1,0
"276","3G16150",353,337,16,0.0453257790368272,396,0.0724872627108102,0,0.246153846153846,0.0303019303378889,0.0722376549524862,0.0727368704691341,296,337,62.91,13.88,0.71,0.25,"low.risk",35.25,25.68,0.91,0.06,"low.risk",78.3832335329341,0.334440715670356,0.0155460171893728,1,1,0,1,1,0
"277","3G16270",368,330,38,0.103260869565217,1034,0.071771217454909,0,0.295172413793103,0.0343391402305841,0.0714823442426874,0.0720600906671306,649,330,151.18,22.88,0.8,0.37,"low.risk",97.09,32.03,0.84,0.03,"low.risk",82.5565749235474,0.225846825687581,0.0311086192750813,1,1,1,0,1,0
"278","3G16290",379,350,29,0.0765171503957783,924,0.0933760412968306,0,0.302083333333333,0.0449117106532369,0.0930198489717298,0.0937322336219314,861,350,98.31,26.88,0.83,0.41,"low.risk",69.69,32.42,0.83,0.03,"low.risk",81.9510086455331,0.694673564284173,0.0166129089300496,1,1,0,1,1,0
"279","3G16910",323,289,34,0.105263157894737,572,0.0713509932224249,0,0.195933456561922,0.0273737899018907,0.0710879873262438,0.071613999118606,464,289,225.89,18.74,0.76,0.31,"low.risk",66.65,29.2,0.87,0.04,"low.risk",82.2972027972028,0.408513459396307,0.0224619755311892,1,1,0,0,1,0
"280","3G17640",344,323,21,0.061046511627907,919,0.0983443352685568,0,0.2890625,0.0382184499489005,0.0980158491137605,0.0986728214233531,691,323,85.93,23.74,0.81,0.38,"low.risk",52.98,32.18,0.84,0.03,"low.risk",83.66875,0.302145790424148,0.0375683887816378,1,1,1,0,1,0
"281","3G17810",315,291,24,0.0761904761904761,258,0.0831429763144909,0,0.263565891472868,0.0345761419902703,0.0828130578770972,0.0834728947518847,205,291,69.05,10.7,0.67,0.18,"low.risk",23.4,25.68,0.92,0.07,"high.risk",73.2020905923345,0.529849092826316,0.0277499169117115,0,0,0,0,1,0
"282","3G17880",192,187,5,0.0260416666666666,324,0.0755597630344677,0,0.168224299065421,0.0266092468733829,0.0751642610884691,0.0759552649804663,279,187,118.28,13.87,0.7,0.21,"low.risk",53.66,25.49,0.9,0.08,"low.risk",80.2717391304348,0.447085916435495,0.0180167486904877,1,1,0,1,1,0
"283","3G17900",359,338,21,0.0584958217270195,1113,0.0662365793695032,0,0.145220588235294,0.0226104779531501,0.0660508807133182,0.0664222780256883,854,338,198.28,26.77,0.83,0.41,"low.risk",110.45,32.76,0.83,0.03,"low.risk",83.2059701492537,0.349085336922582,0.0309670877143232,1,1,0,0,1,0
"284","3G18290",369,349,20,0.05420054200542,1646,0.0559897501949449,0,0.181985294117647,0.0232848812943126,0.0558045491477344,0.0561749512421555,1138,349,212.73,31.31,0.85,0.44,"low.risk",118.62,34.48,0.82,0.04,"low.risk",83.7369942196532,0.185601370940649,0.0285914108821023,1,1,1,0,1,0
"285","3G18524",373,340,33,0.0884718498659517,1500,0.0763761200207071,0,0.236294896030246,0.0291463174951609,0.0761381530982262,0.076614086943188,1338,340,178.17,34.11,0.86,0.45,"low.risk",135.93,36.2,0.82,0.05,"low.risk",85.9525222551929,0.401068441497218,0.0199517969570486,1,1,0,1,1,0
"286","3G18730",358,316,42,0.11731843575419,878,0.100815297211119,0,0.203939745075319,0.0306537103098592,0.100545983861527,0.101084610560711,813,316,119.27,26.07,0.82,0.4,"low.risk",93.8,32.8,0.84,0.03,"low.risk",86.0670926517572,0.290583578210772,0.0195979500124733,1,1,1,1,1,1
"287","3G19180",337,305,32,0.0949554896142433,744,0.0864617192638653,0,0.158041958041958,0.0252379554308302,0.0862319764767583,0.0866914620509722,702,305,127.56,23.99,0.81,0.38,"low.risk",103.68,31.93,0.84,0.03,"low.risk",84.2814569536424,0.302512991866733,0.0170093438972652,1,1,1,1,1,1
"288","3G19210",324,315,9,0.0277777777777778,249,0.0470131674009158,0,0.164444444444444,0.0199060771523106,0.0468377230858952,0.0471886117159365,242,315,84.02,12.06,0.69,0.21,"low.risk",53.13,26.57,0.9,0.06,"low.risk",63.4180064308682,0.295405127985383,0.0136719450640937,1,0,1,1,0,0
"289","3G19553",375,345,30,0.08,1249,0.0756208048798116,0,0.228896103896104,0.0318911194649154,0.0753642070712357,0.0758774026883876,995,345,134.96,29.12,0.84,0.43,"low.risk",67.86,32.76,0.83,0.03,"low.risk",86.6257309941521,0.287466434848254,0.0306048996567764,1,1,1,0,1,0
"290","3G19630",255,252,3,0.0117647058823529,255,0.0815196042122952,0,0.218446601941748,0.0315848965812044,0.0811714897720712,0.0818677186525191,227,252,74.07,11.68,0.68,0.19,"low.risk",42.83,26.15,0.91,0.07,"low.risk",69.1767068273092,0.430309694369046,0.0219286613065609,1,0,0,0,1,0
"291","3G19810",361,348,13,0.03601108033241,761,0.0862641556929704,0,0.250396196513471,0.0293879066463002,0.086029740321059,0.0864985710648818,602,348,99.05,21.86,0.8,0.36,"low.risk",67.2,30.68,0.85,0.03,"low.risk",83.0231884057971,0.179646853418467,0.02547568690415,1,1,1,0,1,0
"292","3G19970",342,330,12,0.0350877192982456,344,0.0764706858922704,0,0.311475409836066,0.0338372741986049,0.0761860345578183,0.0767553372267225,291,330,86.82,13.73,0.71,0.24,"low.risk",66.69,27.55,0.88,0.04,"low.risk",79.605504587156,0.235894971294494,0.0270976833027005,1,1,1,0,1,0
"293","3G19990",355,352,3,0.0084507042253521,369,0.0522470432827325,0,0.154471544715447,0.0229392483251234,0.0520661485626493,0.0524279380028156,311,352,72.32,14.35,0.72,0.26,"low.risk",54.04,27,0.88,0.05,"low.risk",72.3467048710602,0.459853701965845,0.0310015376775515,1,0,0,0,1,0
"294","3G20050",284,282,2,0.00704225352112675,216,0.0392902608941411,0,0.126760563380282,0.0205934428824354,0.0390874797347077,0.0394930420535746,174,282,88.28,9.44,0.65,0.15,"low.risk",19.96,24.76,0.94,0.09,"high.risk",61.9021739130435,0.500201836811922,0.0343108200520085,0,0,0,0,0,0
"295","3G20240",330,300,30,0.0909090909090909,549,0.0740730429117815,0,0.187384044526902,0.0285746253703977,0.073808583435663,0.0743375023879,413,300,137.2,17.39,0.75,0.29,"low.risk",63.54,28.26,0.88,0.04,"low.risk",81.016835016835,0.393837972786036,0.0352151859886123,1,1,0,0,1,0
"296","3G20260",361,320,41,0.113573407202216,1084,0.0834784536180305,0,0.255483870967742,0.032420809474925,0.0831971813524293,0.0837597258836317,798,320,136.67,25.79,0.82,0.4,"low.risk",86,32.69,0.84,0.03,"low.risk",85.4069400630915,0.29680611395134,0.0332759493224453,1,1,1,0,1,0
"297","3G20630",340,323,17,0.05,354,0.0732052678046138,0,0.28525641025641,0.0334659702584731,0.0729176290358665,0.0734929065733611,285,323,88.32,13.54,0.71,0.24,"low.risk",71.2,27.28,0.89,0.05,"low.risk",75.8996865203762,0.385976908771842,0.0289737895295426,1,1,0,0,1,0
"298","3G20920",108,101,7,0.0648148148148148,183,0.0607109399555881,0,0.191256830601093,0.0297472619425896,0.0598902983671021,0.0615315815440742,165,101,64.95,10.39,0.65,0.14,"low.risk",25.55,19.73,0.92,0.12,"low.risk",62.9166666666667,0.430801171812744,0.0244430425500536,1,0,0,0,0,0
"299","3G21420",347,323,24,0.069164265129683,811,0.0483477687987677,0,0.127003699136868,0.0195560341181668,0.0481796854134098,0.0485158521841256,716,323,148.76,24.23,0.81,0.38,"low.risk",91.29,30.27,0.85,0.03,"low.risk",75.559375,0.330479134395932,0.0228083132130896,1,1,0,0,1,0
"300","3G21720",253,239,14,0.0553359683794467,405,0.0565096193391301,0,0.162962962962963,0.0269127998498207,0.0561968292205382,0.056822409457722,349,239,155.93,15.78,0.73,0.25,"low.risk",40.16,26.49,0.9,0.06,"low.risk",65.5974576271186,0.331968597462055,0.0202952729769501,1,0,0,0,1,0
"301","3G22170",384,354,30,0.078125,1860,0.0841744749005831,0,0.274583963691377,0.0389358220284935,0.0838691713419275,0.0844797784592387,1349,354,198.19,34.24,0.86,0.46,"low.risk",156.31,36.33,0.82,0.05,"low.risk",85.5669515669516,0.239490147228155,0.0346818476363333,1,1,1,0,1,0
"302","3G22980",386,343,43,0.11139896373057,2311,0.089062548148654,0,0.222410865874363,0.02960620685885,0.0888229437936803,0.0893021525036278,2025,343,221.66,42.01,0.85,0.45,"low.risk",129.57,41.84,0.82,0.11,"low.risk",90.0970588235294,0.405544723093473,0.0179005046368096,1,1,0,1,1,0
"303","3G23020",376,349,27,0.0718085106382979,1391,0.0851434693691688,0,0.32415059687787,0.0335819763431365,0.084876368278657,0.0854105704596805,1203,349,144.37,32.25,0.85,0.45,"low.risk",103.91,36.47,0.82,0.05,"low.risk",84.0693641618497,0.388158779273517,0.0240289575647677,1,1,0,0,1,0
"304","3G24170",326,324,2,0.00613496932515334,204,0.0530152078962798,0,0.167487684729064,0.0260291245350983,0.0527921801324824,0.0532382356600773,158,324,54.34,8.64,0.65,0.15,"low.risk",27.16,24.8,0.93,0.08,"low.risk",64.4811320754717,0.505508129209651,0.036021067092295,1,0,0,0,0,0
"305","3G25430",322,286,36,0.111801242236025,756,0.108680703401446,0,0.19489247311828,0.0314984630147806,0.108374887612819,0.108986519190073,642,286,109.38,22.82,0.8,0.36,"low.risk",88.38,31.9,0.85,0.04,"low.risk",80.1024734982332,0.260017234857135,0.0398446348272697,1,1,1,0,1,0
"306","3G25660",332,329,3,0.00903614457831325,312,0.0637822329609773,0,0.243986254295533,0.0351713552639986,0.0634854581315966,0.0640790077903581,246,329,69.35,12.18,0.69,0.21,"low.risk",23.03,25.87,0.91,0.06,"high.risk",77.7006172839506,0.189240489560124,0.0244676457255576,0,1,1,0,1,0
"307","3G26090",310,293,17,0.0548387096774193,501,0.0908380112409777,0,0.187878787878788,0.0288456677143721,0.0905646539022363,0.0911113685797192,399,293,86.2,17.03,0.75,0.28,"low.risk",62.7,28.77,0.87,0.04,"low.risk",83.2758620689655,0.323153978586857,0.0324439008664667,1,1,1,0,1,0
"308","3G26410",339,293,46,0.135693215339233,723,0.0734198914873981,0,0.176265270506108,0.0263939489622134,0.0731697679777387,0.0736700149970576,579,293,134.74,21.45,0.79,0.34,"low.risk",63.22,29.93,0.86,0.04,"low.risk",81.5413793103448,0.376989532464238,0.0303819005032575,1,1,0,0,1,0
"309","3G26670",290,271,19,0.0655172413793104,207,0.0683363373083351,0,0.306451612903226,0.0360872294630176,0.0679665393823375,0.0687061352343327,157,271,55.49,8.71,0.64,0.14,"low.risk",31.4,25.5,0.92,0.08,"low.risk",64.7293233082707,0.204113185153982,0.0294699174996665,1,0,1,0,0,0
